glytoucan_ac,byonic,name_source,composition,mass
G48448PS,HexNAc(1)Hex(3) % 707.248407805,G08590QR,HexNAc(1)Hex(3),707.248407805
G48452ZC,HexNAc(3)Hex(4) % 1275.45997652,G57776ZU,HexNAc(3)Hex(4),1275.45997652
G48453HH,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G48455EO,NeuAc(2) % 600.20139797,G33147DG,NeuAc(2),600.20139797
G48455YF,Hex(2)NeuAc(1) % 633.211628335,G94094XU,Hex(2)NeuAc(1),633.211628335
G48458AB,HexNAc(5)Hex(5)dHex(1) % 1989.72945409,G85740DB,HexNAc(5)Hex(5)dHex(1),1989.72945409
G48459HT,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G48465VO,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48465YI,HexNAc(2)Hex(1)dHex(1)NeuAc(1) % 1023.37545891,G87384DY,HexNAc(2)Hex(1)dHex(1)NeuAc(1),1023.37545891
G48466UB,HexNAc(2)Hex(4) % 1072.38060391,G92050GC,HexNAc(2)Hex(4),1072.38060391
G48469MF,HexNAc(1)Hex(1) % 383.142760805,G43417UB,HexNAc(1)Hex(1),383.142760805
G48472LJ,HexNAc(4)Hex(4)dHex(2) % 1770.65516686,G50073PQ,HexNAc(4)Hex(4)dHex(2),1770.65516686
G48476XS,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G48478GC,HexNAc(5)Hex(5)dHex(1) % 1989.72945409,G85740DB,HexNAc(5)Hex(5)dHex(1),1989.72945409
G48480DJ,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G48486BH,HexNAc(3)Hex(6)dHex(3) % 2037.73935013,G24255JV,HexNAc(3)Hex(6)dHex(3),2037.73935013
G48488CO,HexNAc(7)Hex(8)dHex(1)NeuAc(3) % 3755.33291971,G59639BE,HexNAc(7)Hex(8)dHex(1)NeuAc(3),3755.33291971
G48488UW,HexNAc(2)Hex(3)dHex(2) % 1202.44359815,G21726WW,HexNAc(2)Hex(3)dHex(2),1202.44359815
G48488XT,HexNAc(5)Hex(6)NeuAc(1) % 2296.81978536,G40926MX,HexNAc(5)Hex(6)NeuAc(1),2296.81978536
G48489PM,HexNAc(4)Hex(4)dHex(1)NeuAc(1) % 1915.69267463,G54600FO,HexNAc(4)Hex(4)dHex(1)NeuAc(1),1915.69267463
G48494PC,HexNAc(6)Hex(9)dHex(5) % 3425.25175618,G43806FA,HexNAc(6)Hex(9)dHex(5),3425.25175618
G48494QP,HexNAc(3)Hex(4)dHex(1) % 1421.51788538,G10339FR,HexNAc(3)Hex(4)dHex(1),1421.51788538
G48497NL,HexNAc(4)Hex(3)Pent(1) % 1448.52878442,G00131HY,HexNAc(4)Hex(3)Pent(1),1448.52878442
G48499NG,HexNAc(7)Hex(7)dHex(4) % 3158.16757292,G38680WX,HexNAc(7)Hex(7)dHex(4),3158.16757292
G48501BN,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G48503ML,HexNAc(2)Hex(3)NeuAc(2)Sulpho(1) % 1572.47542827,G03599PQ,HexNAc(2)Hex(3)NeuAc(2)Sulpho(1),1572.47542827
G48504JR,HexNAc(5)Hex(7) % 2167.77719222,G14368ET,HexNAc(5)Hex(7),2167.77719222
G48504ND,HexNAc(5)Hex(6)dHex(1)NeuAc(3) % 3025.0685275,G94917XT,HexNAc(5)Hex(6)dHex(1)NeuAc(3),3025.0685275
G48507IY,HexNAc(7)Hex(7)dHex(1)NeuAc(4) % 3884.37551285,G66362RJ,HexNAc(7)Hex(7)dHex(1)NeuAc(4),3884.37551285
G48514GJ,HexNAc(11)Hex(11)NeuAc(1) % 4325.56013849,G05528SJ,HexNAc(11)Hex(11)NeuAc(1),4325.56013849
G48514WF,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48515VQ,HexNAc(4)Hex(5)NeuAc(1) % 1931.68758926,G59626AS,HexNAc(4)Hex(5)NeuAc(1),1931.68758926
G48517LZ,HexNAc(6)Hex(5)dHex(3) % 2484.92464444,G48053DU,HexNAc(6)Hex(5)dHex(3),2484.92464444
G48518CW,HexNAc(5)Hex(6)NeuAc(3) % 2879.01061863,G06247RL,HexNAc(5)Hex(6)NeuAc(3),2879.01061863
G48518DG,HexNAc(5)Hex(6)dHex(1)NeuAc(1) % 2442.87769423,G86752LQ,HexNAc(5)Hex(6)dHex(1)NeuAc(1),2442.87769423
G48519QN,HexNAc(4)Hex(5)NeuAc(4) % 2804.97383916,G85677PP,HexNAc(4)Hex(5)NeuAc(4),2804.97383916
G48520OC,HexNAc(11)Hex(12)dHex(1) % 4342.57545422,G81904DM,HexNAc(11)Hex(12)dHex(1),4342.57545422
G48521JW,HexNAc(5)Hex(7)NeuAc(1) % 2458.87260886,G17023GV,HexNAc(5)Hex(7)NeuAc(1),2458.87260886
G48522YQ,HexNAc(2)NeuGc(1) % 731.259641175,G48522YQ,HexNAc(2)NeuGc(1),731.259641175
G48524PJ,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G48524WL,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G48525ST,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G48526TN,HexNAc(5)Hex(6) % 2005.72436872,G60033FS,HexNAc(5)Hex(6),2005.72436872
G48527QM,HexNAc(4)Hex(6)NeuAc(3) % 2675.93124602,G98457BU,HexNAc(4)Hex(6)NeuAc(3),2675.93124602
G48527XN,HexNAc(5)Hex(6)dHex(2)NeuAc(1) % 2588.9356031,G03596YS,HexNAc(5)Hex(6)dHex(2)NeuAc(1),2588.9356031
G48532GF,HexNAc(1)Hex(3)dHex(1) % 853.306316675,G54630CD,HexNAc(1)Hex(3)dHex(1),853.306316675
G48533PM,HexNAc(3)Hex(2)NeuAc(1) % 1242.44974615,G61337RI,HexNAc(3)Hex(2)NeuAc(1),1242.44974615
G48536HK,HexNAc(6)Hex(6)NeuAc(3) % 3082.08999124,G30740WO,HexNAc(6)Hex(6)NeuAc(3),3082.08999124
G48536UC,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48539GH,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G48542TO,HexNAc(2)Hex(4)dHex(1)NeuAc(1) % 1509.53392942,G39916IH,HexNAc(2)Hex(4)dHex(1)NeuAc(1),1509.53392942
G48542US,HexNAc(5)Hex(4)dHex(1)NeuAc(2) % 2409.86746386,G95835XS,HexNAc(5)Hex(4)dHex(1)NeuAc(2),2409.86746386
G48547CJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1) % 2077.74549812,G08293MJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1),2077.74549812
G48547LV,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G48551GG,HexNAc(3)Hex(3)dHex(1) % 1259.46506189,G80475RE,HexNAc(3)Hex(3)dHex(1),1259.46506189
G48558GR,HexNAc(1)Hex(3)NeuAc(1) % 998.34382444,G09816OK,HexNAc(1)Hex(3)NeuAc(1),998.34382444
G48558MP,HexNAc(6)Hex(7)dHex(1)NeuAc(1) % 2808.00989033,G73686WG,HexNAc(6)Hex(7)dHex(1)NeuAc(1),2808.00989033
G48558NN,HexNAc(3)Hex(1)dHex(1) % 935.359414885,G21259PI,HexNAc(3)Hex(1)dHex(1),935.359414885
G48560LJ,HexNAc(2)Hex(3)NeuAc(1) % 1201.42319705,G43709WM,HexNAc(2)Hex(3)NeuAc(1),1201.42319705
G48561IS,HexNAc(1)dHex(1)Pent(1) % 499.190104975,G68627ND,HexNAc(1)dHex(1)Pent(1),499.190104975
G48567YH,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G48576DC,HexNAc(1)Hex(3) % 707.248407805,G08590QR,HexNAc(1)Hex(3),707.248407805
G48577CN,HexNAc(4)Hex(5)dHex(1)NeuAc(1)NeuGc(1) % 2384.83582939,G29279QO,HexNAc(4)Hex(5)dHex(1)NeuAc(1)NeuGc(1),2384.83582939
G48577SV,HexNAc(3)Hex(5)dHex(2)NeuAc(1) % 2020.72403439,G35235RT,HexNAc(3)Hex(5)dHex(2)NeuAc(1),2020.72403439
G48579MS,HexNAc(8)Hex(6) % 2614.96248654,G63976XX,HexNAc(8)Hex(6),2614.96248654
G48584BU,HexNAc(6)Hex(4) % 1884.69809433,G25079LO,HexNAc(6)Hex(4),1884.69809433
G48585WR,HexNAc(2)Hex(2)dHex(1) % 894.33286578,G93579XB,HexNAc(2)Hex(2)dHex(1),894.33286578
G48586RX,HexNAc(2)Hex(1)NeuAc(1) % 877.317550045,G48586RX,HexNAc(2)Hex(1)NeuAc(1),877.317550045
G48598GF,HexNAc(6)Hex(6)dHex(4) % 2793.03537681,G46177TS,HexNAc(6)Hex(6)dHex(4),2793.03537681
G48600JD,HexNAc(2)Hex(1)dHex(2) % 878.33795115,G05460KC,HexNAc(2)Hex(1)dHex(2),878.33795115
G48601KV,HexNAc(6)Hex(3)Sulpho(2) % 1882.55890001,G42817NX,HexNAc(6)Hex(3)Sulpho(2),1882.55890001
G48602PL,HexNAc(8)Hex(8)dHex(1)NeuAc(1) % 3376.22145904,G62886TD,HexNAc(8)Hex(8)dHex(1)NeuAc(1),3376.22145904
G48606CI,HexNAc(8)Hex(5) % 2452.90966304,G04854VP,HexNAc(8)Hex(5),2452.90966304
G48606LC,HexNAc(2)Hex(4)dHex(2) % 1364.49642165,G38769OU,HexNAc(2)Hex(4)dHex(2),1364.49642165
G48608FK,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G48609TB,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G48611DE,HexNAc(3)Hex(5)dHex(2) % 1729.62861776,G27622TD,HexNAc(3)Hex(5)dHex(2),1729.62861776
G48612JJ,HexNAc(6)Hex(7)dHex(1)NeuAc(3) % 3390.2007236,G41044JW,HexNAc(6)Hex(7)dHex(1)NeuAc(3),3390.2007236
G48614JL,HexNAc(4)Hex(5)dHex(1) % 1786.65008149,G83555HU,HexNAc(4)Hex(5)dHex(1),1786.65008149
G48626HI,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G48628NP,HexNAc(7)Hex(8)NeuAc(1) % 3027.08417757,G12341GU,HexNAc(7)Hex(8)NeuAc(1),3027.08417757
G48630BP,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G48635LN,HexNAc(1)Hex(2)NeuAc(1) % 836.29100094,G38025DM,HexNAc(1)Hex(2)NeuAc(1),836.29100094
G48638PY,HexNAc(2)Hex(2)dHex(1) % 894.33286578,G93579XB,HexNAc(2)Hex(2)dHex(1),894.33286578
G48638TB,HexNAc(2)Hex(1)dHex(1)NeuAc(1)Sulpho(1) % 1103.33227351,G27102FE,HexNAc(2)Hex(1)dHex(1)NeuAc(1)Sulpho(1),1103.33227351
G48642OF,HexNAc(5)Hex(6)NeuAc(1)Sulpho(1) % 2376.77659995,G48642OF,HexNAc(5)Hex(6)NeuAc(1)Sulpho(1),2376.77659995
G48643VT,HexNAc(2)Hex(4)dHex(2)NeuAc(1) % 1655.59183828,G06046KU,HexNAc(2)Hex(4)dHex(2)NeuAc(1),1655.59183828
G48646LG,HexNAc(6) % 1236.48680033,G63612VM,HexNAc(6),1236.48680033
G48648VZ,HexNAc(5)Hex(5)dHex(1)NeuAc(1) % 2280.82487073,G12580WI,HexNAc(5)Hex(5)dHex(1)NeuAc(1),2280.82487073
G48649JF,HexNAc(2)Hex(4) % 1072.38060391,G92050GC,HexNAc(2)Hex(4),1072.38060391
G48657AV,HexNAc(1)Hex(3) % 707.248407805,G08590QR,HexNAc(1)Hex(3),707.248407805
G48657QJ,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G48658CL,HexNAc(2)Hex(7) % 1558.53907441,G31852PQ,HexNAc(2)Hex(7),1558.53907441
G48658PB,HexNAc(6)Hex(6) % 2208.80374133,G49906RN,HexNAc(6)Hex(6),2208.80374133
G48663VK,HexNAc(9)Hex(10)dHex(1)NeuAc(1) % 3903.40647865,G50148ER,HexNAc(9)Hex(10)dHex(1)NeuAc(1),3903.40647865
G48670RT,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G48675IA,Hex(8) % 1314.4331527,G97591GH,Hex(8),1314.4331527
G48676QC,HexNAc(1)Hex(2) % 545.195584305,G05394UY,HexNAc(1)Hex(2),545.195584305
G48678VC,HexNAc(4)Hex(5)dHex(3) % 2078.76589923,G87051GH,HexNAc(4)Hex(5)dHex(3),2078.76589923
G48682GQ,Hex(2)dHex(1) % 488.17412057,G89864HJ,Hex(2)dHex(1),488.17412057
G48686GL,HexNAc(3)Hex(7) % 1761.61844702,G13144LI,HexNAc(3)Hex(7),1761.61844702
G48686MU,HexNAc(5)Hex(3)dHex(1) % 1665.6238071,G88725PI,HexNAc(5)Hex(3)dHex(1),1665.6238071
G48687KR,HexNAc(3)Hex(3)dHex(1)NeuAc(1) % 1550.56047852,G64239ON,HexNAc(3)Hex(3)dHex(1)NeuAc(1),1550.56047852
G48689PJ,HexNAc(9)Hex(10)dHex(1) % 3612.31106202,G13716SG,HexNAc(9)Hex(10)dHex(1),3612.31106202
G48690MB,HexNAc(3)Hex(6) % 1599.56562352,G28541PG,HexNAc(3)Hex(6),1599.56562352
G48695AS,HexNAc(2)Hex(3)dHex(1) % 1056.38568928,G20956ZV,HexNAc(2)Hex(3)dHex(1),1056.38568928
G48697FI,HexNAc(5)Hex(6)dHex(1) % 2151.78227759,G44211QA,HexNAc(5)Hex(6)dHex(1),2151.78227759
G48698AX,HexNAc(2)dHex(1) % 570.22721878,G06042JP,HexNAc(2)dHex(1),570.22721878
G48698GX,HexNAc(7)Hex(3)dHex(1) % 2071.78255231,G67367OT,HexNAc(7)Hex(3)dHex(1),2071.78255231
G48698PH,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G48699XJ,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G48705JK,HexNAc(2)Hex(8) % 1720.59189791,G62765YT,HexNAc(2)Hex(8),1720.59189791
G48707RS,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G48712ZJ,HexNAc(2)Hex(9) % 1882.64472141,G80920RR,HexNAc(2)Hex(9),1882.64472141
G48713OY,HexNAc(5)Hex(5)dHex(1)NeuAc(2) % 2571.92028737,G36670VW,HexNAc(5)Hex(5)dHex(1)NeuAc(2),2571.92028737
G48714KU,HexNAc(4)Hex(6)dHex(1) % 1948.70290499,G09197ZW,HexNAc(4)Hex(6)dHex(1),1948.70290499
G48714QU,HexNAc(2)Hex(2)dHex(1) % 894.33286578,G93579XB,HexNAc(2)Hex(2)dHex(1),894.33286578
G48714ZW,HexNAc(6)Hex(5)dHex(1)NeuAc(3) % 3066.09507661,G21976AG,HexNAc(6)Hex(5)dHex(1)NeuAc(3),3066.09507661
G48715QH,HexNAc(1)Hex(1)dHex(1) % 529.200669675,G54129SE,HexNAc(1)Hex(1)dHex(1),529.200669675
G48720HL,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G48720JF,HexNAc(3)Hex(2)dHex(2) % 1243.47014726,G61099GA,HexNAc(3)Hex(2)dHex(2),1243.47014726
G48728KD,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
G48730FR,Hex(2)Sulpho(1) % 422.07302629,G59365RI,Hex(2)Sulpho(1),422.07302629
G48732OI,HexNAc(6)Hex(6)NeuAc(3) % 3082.08999124,G30740WO,HexNAc(6)Hex(6)NeuAc(3),3082.08999124
G48733AA,Hex(6) % 990.3275057,G32030CB,Hex(6),990.3275057
G48733JR,Hex(8) % 1314.4331527,G97591GH,Hex(8),1314.4331527
G48736CB,Hex(2)NeuGc(2) % 956.29687423,G93218EI,Hex(2)NeuGc(2),956.29687423
G48739TL,HexNAc(1)Hex(2)dHex(1) % 691.253493175,G11235SR,HexNAc(1)Hex(2)dHex(1),691.253493175
G48740SL,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48746TK,HexNAc(3)Hex(3)Pent(1) % 1245.44941182,G59201VV,HexNAc(3)Hex(3)Pent(1),1245.44941182
G48756XC,HexNAc(3)Hex(6)dHex(1)NeuAc(1) % 2036.71894902,G09528DL,HexNAc(3)Hex(6)dHex(1)NeuAc(1),2036.71894902
G48757CJ,HexNAc(6)Hex(5)dHex(1)NeuAc(3) % 3066.09507661,G21976AG,HexNAc(6)Hex(5)dHex(1)NeuAc(3),3066.09507661
G48760ZH,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G48761VJ,HexNAc(5)Hex(6)dHex(1)NeuGc(2) % 2765.96294012,G77959MZ,HexNAc(5)Hex(6)dHex(1)NeuGc(2),2765.96294012
G48767NV,HexNAc(5)Hex(6)NeuAc(3) % 2879.01061863,G06247RL,HexNAc(5)Hex(6)NeuAc(3),2879.01061863
G48768LA,HexNAc(4)Hex(5)NeuAc(1) % 1931.68758926,G59626AS,HexNAc(4)Hex(5)NeuAc(1),1931.68758926
G48768LT,HexNAc(3)Hex(1)dHex(1) % 935.359414885,G21259PI,HexNAc(3)Hex(1)dHex(1),935.359414885
G48768RJ,HexNAc(4)Hex(4)dHex(2)NeuAc(1) % 2061.75058349,G40664HB,HexNAc(4)Hex(4)dHex(2)NeuAc(1),2061.75058349
G48777HU,HexNAc(5)Hex(6)dHex(1)NeuGc(1) % 2458.87260886,G90851QG,HexNAc(5)Hex(6)dHex(1)NeuGc(1),2458.87260886
G48779BH,HexNAc(7)Hex(6)NeuGc(2) % 3026.06377647,G61633XP,HexNAc(7)Hex(6)NeuGc(2),3026.06377647
G48784PU,HexNAc(6)Hex(7)NeuAc(1) % 2661.95198146,G44753VC,HexNAc(6)Hex(7)NeuAc(1),2661.95198146
G48787KV,HexNAc(4)Hex(4)Sulpho(7) % 2038.23705125,G34807GY,HexNAc(4)Hex(4)Sulpho(7),2038.23705125
G48789OQ,HexNAc(5)Hex(6)dHex(1)NeuAc(2) % 2733.97311086,G85144OK,HexNAc(5)Hex(6)dHex(1)NeuAc(2),2733.97311086
G48791KW,HexNAc(4)Hex(4) % 1478.53934912,G72787SB,HexNAc(4)Hex(4),1478.53934912
G48793MR,HexNAc(5)Hex(4)dHex(1) % 1827.6766306,G68318VE,HexNAc(5)Hex(4)dHex(1),1827.6766306
G48800IV,HexNAc(5)Hex(6) % 2005.72436872,G60033FS,HexNAc(5)Hex(6),2005.72436872
G48802FX,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G48802KI,HexNAc(4)Hex(4)NeuAc(1) % 1769.63476575,G45504EY,HexNAc(4)Hex(4)NeuAc(1),1769.63476575
G48809BS,HexNAc(3)Hex(1) % 789.301506015,G88713AC,HexNAc(3)Hex(1),789.301506015
G48809VN,HexNAc(2)Hex(2)dHex(2)Sulpho(1) % 1120.34758924,G44799CV,HexNAc(2)Hex(2)dHex(2)Sulpho(1),1120.34758924
G48809ZO,HexNAc(5)Hex(6)NeuAc(3) % 2879.01061863,G06247RL,HexNAc(5)Hex(6)NeuAc(3),2879.01061863
G48810OH,HexNAc(4)Hex(5)dHex(1)NeuAc(1) % 2077.74549812,G08293MJ,HexNAc(4)Hex(5)dHex(1)NeuAc(1),2077.74549812
G48811NO,Hex(4) % 666.2218587,G90306QO,Hex(4),666.2218587
G48815IR,HexNAc(2)Hex(5) % 1234.43342741,G02815KT,HexNAc(2)Hex(5),1234.43342741
G48818KL,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G48822BJ,HexNAc(5)Hex(6)NeuAc(3) % 2879.01061863,G06247RL,HexNAc(5)Hex(6)NeuAc(3),2879.01061863
G48822HK,HexNAc(1)Hex(1)dHex(1) % 529.200669675,G54129SE,HexNAc(1)Hex(1)dHex(1),529.200669675
G48823SZ,HexNAc(2)Hex(4)dHex(1) % 1218.43851278,G82364UA,HexNAc(2)Hex(4)dHex(1),1218.43851278
G48823WJ,HexNAc(2)Hex(2)dHex(1)Sulpho(1) % 974.28968037,G67631MS,HexNAc(2)Hex(2)dHex(1)Sulpho(1),974.28968037
G48825UP,HexNAc(5)Hex(5)dHex(1) % 1989.72945409,G85740DB,HexNAc(5)Hex(5)dHex(1),1989.72945409
G48837AB,HexNAc(6)Hex(4) % 1884.69809433,G25079LO,HexNAc(6)Hex(4),1884.69809433
G48838EV,HexNAc(1)Hex(3)NeuAc(1) % 998.34382444,G09816OK,HexNAc(1)Hex(3)NeuAc(1),998.34382444
G48840GY,HexNAc(2)Hex(2)dHex(1)Sulpho(1) % 974.28968037,G67631MS,HexNAc(2)Hex(2)dHex(1)Sulpho(1),974.28968037
G48840WY,HexNAc(6)Hex(7)dHex(1)Sulpho(1) % 2596.87128829,G48840WY,HexNAc(6)Hex(7)dHex(1)Sulpho(1),2596.87128829
G48844XN,HexNAc(4)Hex(5)dHex(1)NeuAc(2) % 2368.84091476,G88374WZ,HexNAc(4)Hex(5)dHex(1)NeuAc(2),2368.84091476
G48848IF,HexNAc(6)Hex(3)dHex(1)NeuAc(1) % 2159.79859634,G33556XM,HexNAc(6)Hex(3)dHex(1)NeuAc(1),2159.79859634
G48849EN,HexNAc(1)Hex(1) % 383.142760805,G43417UB,HexNAc(1)Hex(1),383.142760805
G48851WG,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48851YP,HexNAc(3)Hex(2)Sulpho(1) % 1031.31114411,G22172OT,HexNAc(3)Hex(2)Sulpho(1),1031.31114411
G48854JY,HexNAc(2)Hex(1)NeuAc(1)Sulpho(1) % 957.274364635,G45546UJ,HexNAc(2)Hex(1)NeuAc(1)Sulpho(1),957.274364635
G48855IX,HexNAc(9)Hex(10)dHex(1) % 3612.31106202,G13716SG,HexNAc(9)Hex(10)dHex(1),3612.31106202
G48856ER,HexNAc(8)Hex(9)dHex(1)NeuAc(4) % 4411.56053245,G51637RO,HexNAc(8)Hex(9)dHex(1)NeuAc(4),4411.56053245
G48856VC,HexNAc(3)Hex(2) % 951.354329515,G73004SD,HexNAc(3)Hex(2),951.354329515
G48857JX,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48860SN,HexNAc(2)Hex(3) % 910.32778041,G28681TP,HexNAc(2)Hex(3),910.32778041
G48860TK,HexNAc(3)Hex(5) % 1437.51280002,G39446WN,HexNAc(3)Hex(5),1437.51280002
G48867AQ,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48870MA,HexNAc(4)Hex(5)dHex(1)NeuAc(1)NeuGc(1) % 2384.83582939,G29279QO,HexNAc(4)Hex(5)dHex(1)NeuAc(1)NeuGc(1),2384.83582939
G48872FY,HexNAc(3)Hex(3) % 1113.40715301,G57317CE,HexNAc(3)Hex(3),1113.40715301
G48872RO,HexNAc(5)Hex(3) % 1519.56589822,G49955PK,HexNAc(5)Hex(3),1519.56589822
G48873BC,Hex(3)dHex(2) % 796.28485294,G07888KH,Hex(3)dHex(2),796.28485294
G48877GX,HexNAc(9)Hex(4)dHex(1) % 2639.99412102,G37659EV,HexNAc(9)Hex(4)dHex(1),2639.99412102
G48879CK,HexNAc(5)Hex(6)dHex(2)NeuAc(3) % 3171.12643637,G06704MH,HexNAc(5)Hex(6)dHex(2)NeuAc(3),3171.12643637
G48880HP,HexNAc(1)Hex(3)Phospho(1) % 787.21473873,G55696LV,HexNAc(1)Hex(3)Phospho(1),787.21473873
G48884SG,HexNAc(3)Hex(2)NeuAc(1) % 1242.44974615,G61337RI,HexNAc(3)Hex(2)NeuAc(1),1242.44974615
G48886DY,HexNAc(2)Hex(4)dHex(2) % 1364.49642165,G38769OU,HexNAc(2)Hex(4)dHex(2),1364.49642165
G48886SH,HexNAc(4)Hex(3)dHex(1) % 1462.54443449,G25987BV,HexNAc(4)Hex(3)dHex(1),1462.54443449
G48888FD,HexNAc(7)Hex(9) % 2898.04158444,G81124ET,HexNAc(7)Hex(9),2898.04158444
G48890SH,Hex(7) % 1152.3803292,G55913GS,Hex(7),1152.3803292
G48891CL,HexNAc(6)Hex(4)dHex(1)NeuAc(1)Sulpho(1) % 2401.80823443,G83131MV,HexNAc(6)Hex(4)dHex(1)NeuAc(1)Sulpho(1),2401.80823443
G48895WO,HexNAc(1)Hex(3)Sulpho(1) % 787.205222395,G75959TE,HexNAc(1)Hex(3)Sulpho(1),787.205222395
G48896XT,HexNAc(5)Hex(5)dHex(3)NeuAc(1) % 2572.94068847,G88198IB,HexNAc(5)Hex(5)dHex(3)NeuAc(1),2572.94068847
G48898AL,HexNAc(4)Hex(5)dHex(3)NeuAc(1) % 2369.86131587,G07799LX,HexNAc(4)Hex(5)dHex(3)NeuAc(1),2369.86131587
G48898TH,Hex(2) % 342.1162117,G90627TW,Hex(2),342.1162117
G48905NO,HexNAc(1)Hex(1)NeuAc(1) % 674.23817744,G17015OC,HexNAc(1)Hex(1)NeuAc(1),674.23817744
G48905WL,HexNAc(2)Hex(16) % 3017.01448591,G48905WL,HexNAc(2)Hex(16),3017.01448591
G48912RQ,HexNAc(7)Hex(3) % 1925.72464343,G73430PD,HexNAc(7)Hex(3),1925.72464343
G48913GK,Hex(3) % 504.1690352,G39365VM,Hex(3),504.1690352
G48915NX,HexNAc(1)Hex(2) % 545.195584305,G05394UY,HexNAc(1)Hex(2),545.195584305
G48916GD,HexNAc(1)Hex(1)NeuAc(2) % 965.333594075,G23729WG,HexNAc(1)Hex(1)NeuAc(2),965.333594075
G48917MI,HexNAc(3)Hex(6)dHex(2) % 1891.68144125,G50372IH,HexNAc(3)Hex(6)dHex(2),1891.68144125
G48927BJ,Hex(3)dHex(1) % 650.22694407,G48927BJ,Hex(3)dHex(1),650.22694407
G48927II,HexNAc(7)Hex(7)dHex(3) % 3012.10966405,G98385AL,HexNAc(7)Hex(7)dHex(3),3012.10966405
G48927MI,HexNAc(2)Hex(2) % 748.27495691,G53434XO,HexNAc(2)Hex(2),748.27495691
G48929GA,HexNAc(8)Hex(4) % 2290.85683954,G59334JE,HexNAc(8)Hex(4),2290.85683954
G48930HG,HexNAc(3)Hex(4)dHex(1) % 1421.51788538,G10339FR,HexNAc(3)Hex(4)dHex(1),1421.51788538
G48930NY,Hex(1)Pent(1) % 312.105647,G25325JY,Hex(1)Pent(1),312.105647
G48941WE,HexNAc(4)Hex(4)dHex(3)NeuAc(1) % 2207.80849236,G18995MT,HexNAc(4)Hex(4)dHex(3)NeuAc(1),2207.80849236
G48945UO,HexNAc(5)Hex(4)dHex(1)NeuAc(1) % 2118.77204723,G44953PJ,HexNAc(5)Hex(4)dHex(1)NeuAc(1),2118.77204723
G48949LD,HexNAc(3)Hex(4)dHex(1) % 1421.51788538,G10339FR,HexNAc(3)Hex(4)dHex(1),1421.51788538
G48949QP,HexNAc(1)Hex(1)NeuAc(2) % 965.333594075,G23729WG,HexNAc(1)Hex(1)NeuAc(2),965.333594075
G48950CC,HexNAc(2)Hex(1) % 586.22213341,G58001LT,HexNAc(2)Hex(1),586.22213341
